Unnamed: 0,CLEE,Id,Nombre,Clase_actividad,Estrato,Tipo_vialidad,Calle,Colonia,Ubicacion,Tipo,Longitud,Latitud,Consultorio
853,02002464111006891000000000U4,10286679,FARMACIA SANTA CRUZ,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,RIO SANTACRUZ,VILLA BONITA,MEXICALI,FIJO,-115.39997403,32.61442558,NO
854,02001464112000041000000000U2,71914,FARMACIA SANTA EMA,FARMACIAS CON MINISUPER,0 a 5 personas,CALZADA,CORTEZ,HIDALGO,ENSENADA,FIJO,-116.58667854,31.86300937,NO
855,02004464111001281000000000U9,138430,FARMACIA SANTA FE,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,PARALELO 28 MATAMOROS Y O CUCAPAH,COLAS DEL MATAMOROS,TIJUANA,FIJO,-116.86851605,32.51389594,NO
856,02001464111003151000000000U8,10243855,FARMACIA SANTA FE,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,KM 10,CORONEL ESTEBAN CANTU,ENSENADA,FIJO,-116.64415661,31.70739487,NO
857,02005464111000131000000000U4,142677,FARMACIA SANTA ISABEL,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,GRACIANO SANCHEZ,AMPLIACION MAZATLAN,PLAYAS DE ROSARITO,FIJO,-117.04940866,32.34614628,NO
858,02002464111006861000000000U7,10350542,FARMACIA SANTA MARIA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,MANZANILLA,MEXICALI,MEXICALI,FIJO,-115.40473019,32.57200289,NO
859,02001464111000481000000000U2,140433,FARMACIA SANTA MARIA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,OCTAVA,FRACCIONAMIENTO SAN QUINTIN,SAN QUINTIN,FIJO,-115.93885821,30.55808884,NO
860,02002464111006972000000000U2,11513263,FARMACIA SANTA MARTHA,FARMACIAS SIN MINISUPER,6 a 10 personas,CALZADA,CALZADA DE LAS HACIENDAS,HACIENDA DE LOS PORTALES TERCERA SECCION,MEXICALI,FIJO,-115.49314895,32.58901815,NO
861,02002464112001581001037574S4,6760249,FARMACIA SANTA MONICA,FARMACIAS CON MINISUPER,0 a 5 personas,BOULEVARD,ANAHUAC,JARDINES DEL LAGO,MEXICALI,FIJO,-115.47929101,32.61828525,NO
862,02002464111007561000000000U2,9800384,FARMACIA SANTA MONICA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,JUSTO SIERRA,CUAUHTEMOC NORTE,MEXICALI,FIJO,-115.45237081,32.66591063,NO
863,02002464111002711000037574S8,86285,FARMACIA SANTA MONICA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,ZORRILLA,PRIMERA SECCION,MEXICALI,FIJO,-115.49546942,32.66409265,NO
864,02002464111005992000037574S1,9323824,FARMACIA SANTA MONICA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,ZORRILLA,PRIMERA SECCION,MEXICALI,FIJO,-115.49629105,32.66402692,NO
865,02002464111006072000000000U1,9323826,FARMACIA SANTA MONICA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,FRANCISCO I MADERO,SEGUNDA SECCION,MEXICALI,FIJO,-115.48403699,32.66497789,NO
866,02002464111004891000037574S6,8379546,FARMACIA SANTA MONICA,FARMACIAS SIN MINISUPER,6 a 10 personas,AVENIDA,SEBASTIAN LERDO DE TEJADA,PRIMERA,MEXICALI,FIJO,-115.48918763,32.66018315,NO
867,02002464113001572000000000S1,8589225,FARMACIA SANTA MONICA,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,CALLE,IGNACIO MANUEL ALTAMIRANO,PRIMERA SECCION,MEXICALI,FIJO,-115.4913702,32.66435796,NO
868,02002464112001431000000000U2,84541,FARMACIA SANTA MONICA,FARMACIAS CON MINISUPER,0 a 5 personas,AVENIDA,FRANCISCO I MADERO,SEGUNDA SECCION,MEXICALI,FIJO,-115.47112509,32.66593779,NO
869,02002464112002481000089252M6,11307254,FARMACIA SANTA MONICA,FARMACIAS CON MINISUPER,0 a 5 personas,BOULEVARD,LAZARO CARDENAS,BUGAMBILIAS,MEXICALI,FIJO,-115.37377255,32.60192577,NO
870,02002464111004821000000000U3,8280742,FARMACIA SANTA MONICA,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,URBANO VASQUEZ CUARTA,GONZALEA ORTEGA,MEXICALI,FIJO,-115.39563814,32.59144685,NO
871,02002464111006131000000000S5,9305503,FARMACIA SANTA MONICA,FARMACIAS SIN MINISUPER,6 a 10 personas,BOULEVARD,ANAHUAC,VILLA RESIDENCIAL CASA MAGDA,MEXICALI,FIJO,-115.47479631,32.58872165,NO
873,02002464111002902000000000U3,86537,FARMACIA SANTA MONICA ALTAMIRANO,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,IGNACIO MANUEL ALTAMIRANO,PRIMERA,MEXICALI,FIJO,-115.4912361,32.66139343,NO
874,02002464111006042000044033S4,9323829,FARMACIA SANTA MONICA DEVLYN,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,ADOLFO LOPEZ MATEOS,PRIMERA SECCION,MEXICALI,FIJO,-115.49398843,32.66364655,NO
875,02002464111004922000037574S9,8589250,FARMACIA SANTA MONICA FERROCARRIL,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,CALLE DE LA INDUSTRIA,INDUSTRIAL,MEXICALI,FIJO,-115.46783036,32.6446509,NO
876,02002464111005391000037574S6,7874931,FARMACIA SANTA MONICA KAOS,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,JOSE AZUETA,PRIMERA SECCION,MEXICALI,FIJO,-115.49372399,32.66309123,NO
877,02002464111006082000037574S0,9323825,FARMACIA SANTA MONICA MORELOS,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,JOSE MARIA MORELOS Y PAVON,PRIMERA SECCION,MEXICALI,FIJO,-115.48900987,32.66047607,NO
878,02002464111005341000037574S1,8337167,FARMACIA SANTA MONICA NUEVO MEXICALI,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,NOVENA,NUEVO MEXICALI,MEXICALI,FIJO,-115.38592807,32.61328175,NO
879,02002464111005271000037574S0,8445440,FARMACIA SANTA MONICA OFICINAS OFICINAS RECURSOS HUMANOS,FARMACIAS SIN MINISUPER,11 a 30 personas,CALLE,JOSE AZUETA,PRIMERA SECCION,MEXICALI,FIJO,-115.4937247,32.663118,NO
880,02002464111005251000044033S2,7962030,FARMACIA SANTA MONICA PLAZA CACHANILLA,FARMACIAS CON MINISUPER,0 a 5 personas,PEATONAL,SIN CALLE,JABONERA,MEXICALI,FIJO,-115.48059397,32.65996553,NO
881,02002464111007601000000000S6,11786589,FARMACIA SANTA ROSA,FARMACIAS SIN MINISUPER,0 a 5 personas,PROLONGACION,HEROICO COLEGIO MILITAR,VOLUNTAD 2,MEXICALI,FIJO,-115.50606108,32.59925996,NO
882,02002464111003641001000000U6,86301,FARMACIA SANTA ROSA,FARMACIAS SIN MINISUPER,6 a 10 personas,AVENIDA,REFORMA,PRIMERA SECCION,MEXICALI,FIJO,-115.49312543,32.66290107,NO
883,02002464111007772000000000U5,11774669,FARMACIA SANTA ROSITA,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,JOSE AZUETA,PRIMERA SECCION,MEXICALI,FIJO,-115.49361773,32.6640168,NO
884,02004464112000381000064876M6,54940,FARMACIA SANTA TERESITA,FARMACIAS CON MINISUPER,0 a 5 personas,AVENIDA,REVOLUCION,CENTRO,TIJUANA,FIJO,-117.0367605,32.53452319,NO
885,02002464113000831010000000U2,86048,FARMACIA SANTACRUZ,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,DECIMA,PIONEROS,MEXICALI,FIJO,-115.38756699,32.59508961,NO
886,02001464111003071000000000S8,10258087,FARMACIA SIBELES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,CONSTITUCION,MEXICO,ENSENADA,FIJO,-116.61262187,31.87342592,NO
887,02004464111012791000000000S4,9816250,FARMACIA SICOMORO,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,AVENIDA DE LAS AGUAS,VILLA FONTANA,TIJUANA,FIJO,-116.85643272,32.50123428,NO
888,02004464113003891000000000S9,8766413,FARMACIA SICOMORO,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,BOULEVARD,PARALELO 28 MATAMOROS Y O CUCAPAH,VALLE VERDE,TIJUANA,FIJO,-116.8705011,32.51387832,NO
889,02004464111012221000000000S2,10790104,FARMACIA SICOMORO,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,REAL DE BAJA CALIFORNIA,REAL DE SAN FRANCISCO II,TIJUANA,FIJO,-116.84759328,32.48690955,NO
890,02004464111005991000000000U9,116039,FARMACIA SILVIA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,AQUILES SERDAN,LIBERTAD PARTE BAJA,TIJUANA,FIJO,-117.02103731,32.54097166,NO
891,02004464111000291000071307S9,69930,FARMACIA SIMI FUNDACION BEST,FARMACIAS SIN MINISUPER,6 a 10 personas,AVENIDA,PASEO DE LOS ALAMOS,EL REFUGIO,TIJUANA,FIJO,-116.82771151,32.458304,NO
892,02002464111003861001004146S0,6422980,FARMACIA SIMILAR,FARMACIAS SIN MINISUPER,11 a 30 personas,AVENIDA,JOSE MARIA MORELOS Y PAVON ESTE,CIUDAD MORELOS CUERVOS,MEXICALI,FIJO,-114.85372755,32.63312761,NO
893,02004464111004981000000000U1,111652,FARMACIA SIMILAR,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,UNO PONIENTE,MAGISTERIAL,TIJUANA,FIJO,-116.9031572,32.54387623,NO
894,02004464111002891000000000U4,133710,FARMACIA SIMILAR,FARMACIAS SIN MINISUPER,6 a 10 personas,AVENIDA,LICENCIADO MARTIN CAREAGA,SOLER,TIJUANA,FIJO,-117.07408681,32.52916595,NO
895,02004464112002852010071307S4,6765896,FARMACIA SIMILAR,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,AVENIDA DE LOS GRANDES LAGOS DEL NORTE,EL LAGO,TIJUANA,FIJO,-116.92613903,32.50884358,NO
896,02004464112002551000000000U2,6718591,FARMACIA SIMILAR,FARMACIAS CON MINISUPER,0 a 5 personas,CALLE,JOSEFINA RENDON,NUEVA TIJUANA,TIJUANA,FIJO,-116.93698802,32.54473927,NO
897,02001464111002372001000291S1,6868056,FARMACIA SIMILAR VICENTE GUERRERO ENSENADA 9,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,TRANSPENINSULAR,VICENTE GUERRERO,SAN QUINTIN,FIJO,-115.99171144,30.73336946,NO
898,02001464111002251000037942S7,6802302,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,PRIVADA,20 DE NOVIEMBRE,CENTRO,ENSENADA,FIJO,-116.62677888,31.87739238,NO
899,02001464111001701000000000U2,6419167,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,EUSEBIO FRANCISCO KINO,MARQUEZ DE LEON,ENSENADA,FIJO,-116.58207339,31.86443751,NO
900,02001464111002241000000000U8,6802301,FARMACIA SIMILARES,CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO,0 a 5 personas,PRIVADA,20 DE NOVIEMBRE,CENTRO,ENSENADA,FIJO,-116.62511844,31.88054938,SI
901,02001464111002711000037942S0,8865174,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,EUSEBIO KINO,MARQUEZ DE LEON,ENSENADA,FIJO,-116.58204111,31.86444551,NO
902,02001464111003372000000000U0,10461772,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,6 a 10 personas,AVENIDA,AMBAR,VALLE VERDE,ENSENADA,FIJO,-116.61078923,31.88293607,NO
903,02001464111001291000037942M4,100032,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,11 a 30 personas,PROLONGACION,BOULEVARD ZERTUCHE,BRISAS DE CHAPULTEPEC,ENSENADA,FIJO,-116.58503707,31.78368155,NO
904,02001464111001351000000000U6,99392,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,JOSE MARIA MORELOS Y PAVON,CHAPULTEPEC,ENSENADA,FIJO,-116.60077586,31.7829582,NO
905,02001464111003252000000000U4,11024066,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,CAMINO REAL,VILLAS DEL REAL 6,ENSENADA,FIJO,-116.5717189,31.77129248,NO
906,02001464111003081000000000U7,9741665,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,LIBRE TIJUANA ENSENADA,LA MISION,ENSENADA,FIJO,-116.85296761,32.09386958,NO
907,02002464111002991000000000U6,89264,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,MANUEL GOMEZ MORIN PERIFERICO ORIENTE,FLORES MAGON,MEXICALI,FIJO,-115.4155318,32.66498489,NO
908,02002464111006231000000000U3,9290946,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,PROLONGACION,HEROICO COLEGIO MILITAR,FELIPE ANGELES,MEXICALI,FIJO,-115.50607527,32.60945688,NO
909,02002464111002312000000000U5,63367,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,LAZARO CARDENAS,MIRASOL,MEXICALI,FIJO,-115.38535762,32.60942587,NO
910,02002464111007641000000291S2,11768077,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,LAZARO CARDENAS,MIRASOL,MEXICALI,FIJO,-115.38478207,32.60905466,NO
911,02004464111012292000071307S3,10457460,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,6 a 10 personas,AVENIDA,ALLENDE,INDEPENDENCIA,TIJUANA,FIJO,-117.04681071,32.52664643,NO
912,02002464111003241001000000U5,79538,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,VICENTE GUERRERO,BENITO JUAREZ,MEXICALI,FIJO,-114.99899236,32.56995347,NO
913,02004464112002861000071307S5,6770571,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,CHICAGO,OBRERA SEGUNDA SECCION,TIJUANA,FIJO,-117.04187381,32.49148595,NO
914,02004464111008911000000000S4,8317246,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,MARTIRES DE CHICAGO,OBRERA I SECCION,TIJUANA,FIJO,-117.03986161,32.49404886,NO
915,02004621111010001000000000U0,8797863,FARMACIA SIMILARES,CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO,0 a 5 personas,CALLE,RIO TAJO,CAPISTRANO,TIJUANA,FIJO,-116.91721407,32.48063249,SI
916,02004464113003291000000000S2,8312953,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,RIO TAJO,CAPISTRANO,TIJUANA,FIJO,-116.91720427,32.4806325,NO
917,02004464111005111000000000U4,126610,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,PASEO REFORMA,REFORMA,TIJUANA,FIJO,-116.95455129,32.46803945,NO
918,02004464111000231000071307S5,147059,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,DE LOS INSURGENTES,AZTECA,TIJUANA,FIJO,-116.9121064,32.46413784,NO
919,02004464111012211000000000U3,11149712,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,PARALELO 28 MATAMOROS Y O CUCAPAH,COLAS DEL MATAMOROS,TIJUANA,FIJO,-116.85994268,32.51406971,NO
920,02004464111004861000000000U5,106269,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,11 a 30 personas,CALLE,WAHOO,FLORIDO PRIMERA Y SEGUNDA SECCION,TIJUANA,FIJO,-116.87474881,32.46742163,NO
921,02004464111004411000052362S9,110273,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,6 a 10 personas,AVENIDA,MELCHOR OCAMPO,COLAS DEL MATAMOROS,TIJUANA,FIJO,-116.85202536,32.51194366,NO
922,02004464111010811000000000U0,9274150,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,6 a 10 personas,AVENIDA,ABRAHAM GONZALEZ,FRANCISCO VILLA,TIJUANA,FIJO,-117.05664757,32.51114129,NO
923,02004464111013092000000000U6,11745928,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,PASEO DE LOS HEROES,RIO,TIJUANA,FIJO,-117.02510882,32.53034328,NO
924,02004464111003572000000000S9,147497,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,TECNOLOGICO,TOMAS AQUINO,TIJUANA,FIJO,-116.99155315,32.52837575,NO
925,02004464111002451000000000S7,144334,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,IGNACIO ZARAGOZA Y O MURUA,FRACCIONAMIENTO MIGUEL HIDALGO MURUA,TIJUANA,FIJO,-116.94513455,32.51837729,NO
926,02004464111006311000071307S9,6734987,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,LIBRE A TECATE,LA PRESA,TIJUANA,FIJO,-116.90942196,32.44895945,NO
927,02004464111001741000052362S2,156409,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,WAHOO,MARIANO MATAMOROS,TIJUANA,FIJO,-116.86419048,32.4737882,NO
928,02004464111012862000000000S3,10023616,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,6 a 10 personas,BOULEVARD,CUCAPAH,JARDIN DORADO,TIJUANA,FIJO,-116.88827288,32.51368007,NO
929,02004464111003041000000000S5,144231,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,AVENIDA DEL FUERTE,CAMPESTRE MURUA,TIJUANA,FIJO,-116.93240606,32.52268512,NO
930,02004464111006002001071307S4,108399,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,DE LOS INSURGENTES,LIBRAMIENTO,TIJUANA,FIJO,-116.91758386,32.46977764,NO
931,02004464111006201000000000U2,10817683,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,SALVADOR ALVARADO,TERRAZAS DEL VALLE,TIJUANA,FIJO,-116.84186458,32.48905584,NO
932,02004464111009071000000000S6,7138347,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,DE LOS INSURGENTES,PLAZA GRAN FLORIDO,TIJUANA,FIJO,-116.89465249,32.45809677,NO
933,02004464111012892000071307S0,9808889,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,DOMINGO ARRIETA,EL DORADO RESIDENCIAL,TIJUANA,FIJO,-116.86648189,32.49215156,NO
934,02004464111003031000071307S6,77181,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,EL DORADO,EL DORADO RESIDENCIAL,TIJUANA,FIJO,-116.86075134,32.49500241,NO
935,02004464111010941000000000U7,9309117,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,6 a 10 personas,BOULEVARD,CORREDOR 2000,REAL DE SAN FRANCISCO,TIJUANA,FIJO,-116.85039879,32.4833355,NO
936,02004464111013211000071307S2,11782508,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,VISTAS,LOMAS DE LA PRESA,TIJUANA,FIJO,-116.92466836,32.44470166,NO
937,02004464111011041000000000U5,9302518,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,LA MESA,GENARO VAZQUEZ,TIJUANA,FIJO,-116.9871395,32.44694875,NO
938,02002464111003031000000291S0,78810,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,VICENTE GUERRERO,GUADALUPE VICTORIA ESTACION,MEXICALI,FIJO,-115.10365972,32.28826546,NO
939,02004464111003422000000000U7,149172,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CAMINO GUADALUPE VICTORIA,MARIANO MATAMOROS,TIJUANA,FIJO,-116.87972292,32.4798651,NO
941,02002464111007141000000000U3,10826332,FARMACIA SIN MINISUPER SIN NOMBRE,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,GENERAL ALVARO OBREGON,SEGUNDA SECCION,MEXICALI,FIJO,-115.46615798,32.6637068,NO
942,02004464111012651000000000U0,11075560,FARMACIA SIN NOMBRE,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,RUTA MORELOS,MARIANO MATAMOROS,TIJUANA,FIJO,-116.877179,32.46992624,NO
943,02004464111001611000000000U7,151811,FARMACIA SMART BUY,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,DE LA AMISTAD,CENTRO,TIJUANA,FIJO,-117.02999617,32.54053001,NO
944,02004811499005041000000000U2,8849934,FARMACIA SOFI,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,MIGUEL NEGRETE,CENTRO,TIJUANA,FIJO,-117.03252902,32.52530319,NO
945,02004464112000151000000000U3,76074,FARMACIA SOFIA,FARMACIAS CON MINISUPER,6 a 10 personas,AVENIDA,AVENIDA DE LAS FERIAS INDEPENDENCIA,HIPODROMO DOS,TIJUANA,FIJO,-116.98536274,32.49871022,NO
946,02004464111012851000000000U6,11282363,FARMACIA SOL DEL RIO,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,FRANCISCO JAVIER MINA,ZONA RIO,TIJUANA,FIJO,-117.02640815,32.52809171,NO
947,02002464113001722000000000S2,9154642,FARMACIA STA MONICA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,PUERTO LLANO,VLLAS DEL REY,MEXICALI,FIJO,-115.48318715,32.59365971,NO
948,02002464111007412000000000U8,10441887,FARMACIA STA MONICA,FARMACIAS SIN MINISUPER,6 a 10 personas,AVENIDA,MICHOACAN,PUEBLO NUEVO,MEXICALI,FIJO,-115.49913936,32.65612375,NO
949,02004464111002221000000000U4,151435,FARMACIA STAR,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,REVOLUCION,CENTRO,TIJUANA,FIJO,-117.03712651,32.53585903,NO
950,02005464111001061000000000U2,9837897,FARMACIA STAR FARMACIA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,BOULEVARD POPOTLA,CUENCA DIAS,PLAYAS DE ROSARITO,FIJO,-117.04345035,32.30519427,NO
951,02004464111002201000000000U6,151809,FARMACIA STOP,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,DE LA AMISTAD,CENTRO,TIJUANA,FIJO,-117.02999617,32.54053001,NO
952,02001464111000451000000000U5,140112,FARMACIA SUPER PLUS,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,TRANSPENINSULAR,LAZARO CARDENAS,SAN QUINTIN,FIJO,-115.93172353,30.52719147,NO
953,02002464112000411000000000U5,72309,FARMACIA SUPER REYNA,FARMACIAS CON MINISUPER,0 a 5 personas,CALLE,SAN MIGUEL EL GRANDE,HIDALGO,MEXICALI,FIJO,-115.45706433,32.61748433,NO
954,02001464111000211000000000U3,64654,FARMACIA SUPREMA,FARMACIAS SIN MINISUPER,6 a 10 personas,AVENIDA,AMBAR,VALLE VERDE,ENSENADA,FIJO,-116.60803272,31.88329947,NO
955,02001464111001662000000000U6,71137,FARMACIA SUPREMA,FARMACIAS SIN MINISUPER,11 a 30 personas,BOULEVARD,ADOLFO RAMIREZ MENDEZ,BAHIA,ENSENADA,FIJO,-116.60336187,31.8584168,NO
956,02002464111001121000000000U1,143440,FARMACIA TAVO,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,BENITO JUAREZ,HERMOSILLO,MEXICALI,FIJO,-114.9210268,32.51151743,NO
957,02004433110000281001000000U0,151545,FARMACIA TEPEYAC,COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS,0 a 5 personas,AVENIDA,NIÑOS HEROES B,CENTRO,TIJUANA,FIJO,-117.04014578,32.53569787,NO
958,02004464111012441000000000U6,10119128,FARMACIA TIJUANA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,5 DE MAYO,LOMAS DE TLATELOLCO,TIJUANA,FIJO,-116.80549527,32.47859975,NO
959,02004464112002892000028050S0,6770007,FARMACIA TITAN,FARMACIAS CON MINISUPER,0 a 5 personas,CALLE,BENITO JUAREZ (SEGUNDA),CENTRO,TIJUANA,FIJO,-117.03520198,32.53570306,NO
960,02004464112003111000000000U4,8196321,FARMACIA TITI,FARMACIAS CON MINISUPER,0 a 5 personas,CALLE,ADOLFO RUIZ CORTINES,LIBERTAD PARTE ALTA,TIJUANA,FIJO,-117.00100016,32.5403642,NO
961,02004464111005951000000000U3,128734,FARMACIA TJ,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,PANAMERICANO,EL PACIFICO,TIJUANA,FIJO,-116.99515576,32.45573713,NO
962,02004464111009141000000000U7,6959487,FARMACIA TJ,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,REVOLUCION,CENTRO,TIJUANA,FIJO,-117.03691304,32.5340324,NO
963,02002464111004931000000000U0,8345953,FARMACIA TODO GENERICOS,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,HEROICO COLEGIO MILITAR,SANTA CLARA,MEXICALI,FIJO,-115.50571932,32.65268477,NO
964,02002464113001481000000000U5,8797672,FARMACIA TREBOL,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,CALLE,BARITINA,VALLE DEL PEDREGAL,MEXICALI,FIJO,-115.36093146,32.58455699,NO
965,02002465311003691000000000U6,138304,FARMACIA TREBOL,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,RIO SAN ANGEL,VALLE DE PUEBLA,MEXICALI,FIJO,-115.36810987,32.57645558,NO
966,02004464111005311000000000U0,151046,FARMACIA TREJO,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,MIGUEL NEGRETE,ART 123,TIJUANA,FIJO,-117.03376028,32.53623105,NO
967,02002464111007313000000000M8,10528092,FARMACIA TURYS,FARMACIAS SIN MINISUPER,11 a 30 personas,AVENIDA,5 DE MAYO A,VICENTE GUERRERO ALGODONES,MEXICALI,FIJO,-114.73071321,32.7169446,NO
968,02002464111001031000000000U2,91699,FARMACIA UNION,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,UNION CALZADA HECTOR TERAN TERAN,JOAQUIN MURRIETA,MEXICALI,FIJO,-115.50171077,32.61318075,NO
969,02004464111012571000000000M0,10889628,FARMACIA UNION,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,TECNOLOGICO,ALTABRISA,TIJUANA,FIJO,-116.97152652,32.53004631,NO
970,02004464111004871000077936M4,120617,FARMACIA UNION,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,TORIBIO ORTEGA,FRANCISCO VILLA,TIJUANA,FIJO,-117.05716418,32.51102319,NO
