,CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local
1042,02004464112000481002008186S4,6230858,FARMACIAS BENAVIDES SUC M512 CUAUHTEMOC BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,BOULEVARD,CUAUHTÉMOC NORTE,405.0,,LIBERTAD PARTE,22400.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-116.99756978,32.54100931,,,
1043,02004464112001122002008186S3,6230851,FARMACIAS BENAVIDES SUC M519 FRANCISCO VILLA BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,AVENIDA,ABRAHAM GONZÁLEZ,333.0,,FCO. VILLA,22615.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-117.05793671,32.51482804,,,
1044,02002464112000722001008186S5,6230852,FARMACIAS BENAVIDES SUC M520 MEXICALI BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,BOULEVARD,ANÁHUAC,0.0,,JARDINES DEL LAGO,21330.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.47928202,32.61820067,,,
1045,02002464112000942002008186S9,6230855,FARMACIAS BENAVIDES SUC M527 LOS ANGELES BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,CALLE,RÍO CULIACÁN,901.0,,SANTA ROSALIA,21260.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.43238966,32.64299462,,,
1046,02002464112000802002008186S5,6231059,FARMACIAS BENAVIDES SUC M532 AVIACION BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,CALZADA,CUAUHTÉMOC (AVIACIÓN),1200.0,,SANTA MARIA,21240.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLINTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.42658204,32.65863237,,,
1047,02002464112000922001008186S1,6231060,FARMACIAS BENAVIDES SUC M540 RIO FUERTE BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,CALZADA,INDEPENDENCIA,0.0,,VALLARTA,21270.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.43820004,32.63915177,,,
1048,02002464112002312000008186S3,9453740,FARMACIAS BENAVIDES SUC M541 SAN MARCOS BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,AVENIDA,OCOTLÁN,0.0,,SAN MARCOS,21050.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM,Fijo,-115.4927656,32.63364387,,,
1049,02002464112001103001008186S7,6230870,FARMACIAS BENAVIDES SUC M542 CARVAJAL BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,BOULEVARD,LÁZARO CÁRDENAS,0.0,,CARVAJAL,21370.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.43176975,32.62495633,,,
1050,02004464112001002001008186S7,6230869,FARMACIAS BENAVIDES SUC M553 CONTRERAS BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,CALLE,MANUEL CONTRERAS,17405.0,,JARDINES DE LA MESA,22126.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-116.92894567,32.46352196,,,
1051,02002464112000642002008186S5,6231062,FARMACIAS BENAVIDES SUC M554 JAZMINEZ BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,CALZADA,MANUEL GÓMEZ MORÍN (PERIFÉRICO ORIENTE),298.0,,LAS HADAS,21216.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM,WWW.BENAVIDES.COM.MX,Fijo,-115.41589267,32.66474322,,,
1052,02002464112000952002008186S8,6230873,FARMACIAS BENAVIDES SUC M555 PALACO BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,CALLE,URBANO VÁSQUEZ (CUARTA),0.0,,NUEVO MEXICALI,21399.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.39454229,32.61250563,,,
1053,02002464112001983000008186S2,9223892,FARMACIAS BENAVIDES SUC M561 K43 BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,CALZADA,CALZADA DE LOS INSURGENTES (AVENIDA DE LA TRANQUILIDAD),0.0,,GPE. VICTORIA. B.C.,21720.0,"CIUDAD GUADALUPE VICTORIA (KILÓMETRO CUARENTA Y TRES), Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.10091486,32.28648157,,,
1054,02004464112001032001008186S4,6230868,FARMACIAS BENAVIDES SUC M566 BELLAS ARTES BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,BOULEVARD,BOULEVARD DE LAS BELLAS ARTES,5.0,,NUEVA TIJUANA OTAY,22500.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-116.93108703,32.54437837,,,
1055,02002464112000682001008186S1,6231077,FARMACIAS BENAVIDES SUC M568 SANCHEZ TABOADA BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,BOULEVARD,BENITO JUÁREZ,0.0,,BENITO JUAREZ,21370.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM,WWW.BENAVIDES.COM.MX,Fijo,-115.44004879,32.61468256,,,
1056,02002464112001123002008186S5,6231069,FARMACIAS BENAVIDES SUC M569 CONDOR BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,BOULEVARD,LÁZARO CÁRDENAS,0.0,,BUGAMBILIAS,21395.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.37357799,32.60169869,,,
1057,02002464112000692001008186S0,6231071,FARMACIAS BENAVIDES SUC M570 VILLA FONTANA BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,BOULEVARD,LÁZARO CÁRDENAS,1599.0,,VILLA FONTANA,21180.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.50025809,32.62395211,,,
1058,02004464112000561000008186S3,6230874,FARMACIAS BENAVIDES SUC M574 PUEBLO AMIGO OFN BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,AVENIDA,PASEO CENTENARIO TIJUANA,9351.0,,ZONA RIO,22010.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-117.02457554,32.53679144,,,
1059,02003464112000042001008186S6,6231066,FARMACIAS BENAVIDES SUC M583 TECATE BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,BOULEVARD,BENITO JUÁREZ,500.0,,EL ENCANTO,21440.0,"TECATE, Tecate, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-116.65111569,32.56412221,,,
1060,02004464112003582000008186S6,9459772,FARMACIAS BENAVIDES SUC M584 PLAYAS BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,AVENIDA,PASEO ENSENADA,2001.0,,PLAYAS DE TIJUANA,22200.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM,Fijo,-117.11609308,32.52814052,,,
1061,02002464112002332000008186S1,9392572,FARMACIAS BENAVIDES SUC M592 CETYS BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,CALZADA,CALZADA CETYS,2598.0,,RIVERA FRACC. 3 DEL. COMPUERTAS,21259.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM,Fijo,-115.40133619,32.65295066,,,
1062,02002464112001043001008186S5,6231031,FARMACIAS BENAVIDES SUC M593 MICHOACAN BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,AVENIDA,MICHOACÁN,0.0,,ORIZABA,21110.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.50589415,32.65613563,,,
1063,02002464112001163000008186S1,6231032,FARMACIAS BENAVIDES SUC M594 TORINO BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,BOULEVARD,ANÁHUAC,1464.0,,RESIDENCIAL CASA MAGNA,21354.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.4748185,32.58877245,,,
1064,02002464112000662002008186S3,6231036,FARMACIAS BENAVIDES SUC M595 PEDREGAL BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,CALZADA,ROSA DEL DESIERTO,4520.0,,VALLE DEL PEDREGAL,21395.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM,WWW.BENAVIDES.COM.MX,Fijo,-115.35577854,32.58401169,,,
1065,02002464112000832001008186S2,6231037,FARMACIAS BENAVIDES SUC M596 SAN ANGEL BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,AVENIDA,RÍO SAN ÁNGEL,32.0,,VALLE DEL PUEBLA,21600.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.36717538,32.57872403,,,
1066,02004464112003602000008186S2,9392574,FARMACIAS BENAVIDES SUC M640 FLORIDO BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,BOULEVARD,BOULEVARD EL REFUGIO,25240.0,,CERRO DE LAS ABEJAS,22245.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM,Fijo,-116.85987125,32.47254336,,,
1067,02002464112000762002008186S1,6231038,FARMACIAS BENAVIDES SUC M642 HECTOR TERAN BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,CALZADA,UNIÓN (CALZADA HÉCTOR TERÁN TERÁN),1826.0,,VICENTE GUERRERO,21297.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.50610235,32.6131366,,,
1068,02002464112000612000008186S8,6231039,FARMACIAS BENAVIDES SUC M645 MARY CRISTY BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,CALLE,MACRISTY DE HERMOSILLO,1495.0,,CONSTITUCION,21250.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.41839774,32.63848286,,,
1069,02003464112000142000008186S4,9446219,FARMACIAS BENAVIDES SUC M647 CENTRO URBANO BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,AVENIDA,NUEVO LEÓN,20.0,,CENTRO URBANO,21440.0,"TECATE, Tecate, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM,Fijo,-116.63152849,32.56597994,,,
1070,02002464112000602002008186S9,6231040,FARMACIAS BENAVIDES SUC M648 LOMBARDO TOLEDANO BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,CALZADA,LICENCIADO VICENTE LOMBARDO TOLEDANO,960.0,,JUVENTUD DEPORTIVA 2000,21380.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLINTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.47246535,32.59961448,,,
1071,02004464112003562000008186S8,9457163,FARMACIAS BENAVIDES SUC M744 BLVD INSURGENTES BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,BOULEVARD,DE LOS INSURGENTES,1050.0,,EL PORVENIR,22224.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM,Fijo,-116.91738196,32.46858778,,,
1072,02004464112001152001008186S0,73312,FARMACIAS BENAVIDES SUC M771 LOMAS DEL REFUGIO BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,BOULEVARD,BOULEVARD EL REFUGIO,26202.0,,LOMAS DEL REFUGIO 1.A ETAPA,22254.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-116.85979482,32.47275516,,,
1073,02004464112003592000008186S5,9392573,FARMACIAS BENAVIDES SUC M793 CUCAPAH BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,CALLE,MANUEL ÁVILA CAMACHO,2820.0,,COLAS DE MATAMOROS,22204.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM,Fijo,-116.85917977,32.51421971,,,
1074,02004464112002113002008186S1,6236298,FARMACIAS BENAVIDES SUC M824 MILENIO BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,BOULEVARD,BOULEVARD EL REFUGIO,24893.0,,EL FLORIDO,22245.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-116.86853463,32.46306704,CENTRO Y PLAZA COMERCIAL,PLAZA CASAS BETA,SN
1075,02004464112002912001008186S6,6796000,FARMACIAS BENAVIDES SUC M878 CASA BLANCA BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,CALLE,FRANCISCO JAVIER MINA,7550.0,,MARIANO MATAMOROS,22206.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-116.88972319,32.50162757,,,
1076,02004464112003243000008186S5,9224417,FARMACIAS BENAVIDES SUC M889 EL SOLER BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,CALLE,BRAULIO MALDONADO,675.0,,SOLER,22530.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-117.07303775,32.53288518,,,
1077,02002464111002682011008186S1,6231011,FARMACIAS BENAVIDES SUC N045 PLAZA RELOX BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,CALZADA,UNIÓN (CALZADA HÉCTOR TERÁN TERÁN),498.0,,XOCHIMILCO,21380.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.46373417,32.6064217,,,
1078,02002464111002692010008186S0,6231008,FARMACIAS BENAVIDES SUC N066 SANTIAGO VIDAURRI BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,BOULEVARD,GENERAL SANTIAGO VIDAURRI,2312.0,,SOLIDARIDAD SOCIAL,21387.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.43439098,32.58563891,,,
1079,02002464111002642011008186S5,6231010,FARMACIAS BENAVIDES SUC N070 VISTA HERMOSA BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,CALZADA,CALZADA CETYS,1635.0,,VISTA HERMOSA,21240.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.41612019,32.65695005,,,
1080,02002464112002302000008186S4,9392569,FARMACIAS BENAVIDES SUC N073 GLORIETA B JUAREZ BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,CALLE,BENITO JUAREZ,0.0,,ESTEBAN CANTU,21039.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM,Fijo,-115.45180556,32.64841971,,,
1081,02002464111002662011008186S3,6231014,FARMACIAS BENAVIDES SUC N081 IGNACIO ZARAGOZA BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,AVENIDA,IGNACIO ZARAGOZA,0.0,,VALLE DE PUEBLA,21384.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.35838414,32.55995532,,,
1082,02004464112002282000008186S4,119804,FARMACIAS BENAVIDES SUC N085 PLAZA JARDINES BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,AVENIDA,PASEO ENSENADA,830.0,,PLAYAS DE TIJUANA SECCION JARDINES,22200.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-117.11609316,32.52812925,,,
1083,02002464111002671011008186S4,6231007,FARMACIAS BENAVIDES SUC N159 LOS PORTALES BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,CALZADA,MANUEL GÓMEZ MORÍN,1934.0,,HACIENDA LOS PORTALES 20 SECTOR,21327.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.4982511,32.59529229,,,
1084,02004464112001142101008186S1,6230877,FARMACIAS BENAVIDES SUC N161 VILLANOVA BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,BOULEVARD,LÁZARO CÁRDENAS,0.0,,VILLANOVA,21180.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.FARMACIASBENAVIDES.COM.MX,Fijo,-115.49512873,32.62361086,,,
1085,02001464112000743000008186S3,9223598,FARMACIAS BENAVIDES SUC N164 CENTRO ENSENADA BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,CALLE,SÉPTIMA,412.0,,CENTRO,22800.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-116.62461602,31.86965242,,,
1086,02001464112000753000008186S2,9223599,FARMACIAS BENAVIDES SUC N176 OCTAVA Y REFORMA BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,AVENIDA,REFORMA,430.0,,OBRERA,22880.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-116.60749173,31.86433762,,,
1087,02002464112001993000008186S1,9223893,FARMACIAS BENAVIDES SUC N177 CATAVIÑA BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,CALZADA,CALZADA CETYS,1800.0,,CATAVIÑA,21240.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.41336102,32.65507382,,,
1088,02002464112002003000008186S8,9223894,FARMACIAS BENAVIDES SUC N186 PLAZA SOL MEXICALI BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,CALZADA,CUAUHTÉMOC (AVIACIÓN),62.0,,AVIACION,21230.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.44980955,32.65735141,,,
1089,02002464112002013000008186S7,9223895,FARMACIAS BENAVIDES SUC N196 CALLE NOVENA BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,CALLE,NOVENA,679.0,,MAYAKHAN,21376.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.38580195,32.63619259,,,
1090,02002464112002023000008186S6,9223896,FARMACIAS BENAVIDES SUC N198 ISLAS AGRARIAS BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,BOULEVARD,ISLAS AGRARIAS,3500.0,,VILLA DEL CEDRO RESIDENCIAL,21395.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.37092835,32.61397703,,,
1091,02002464112002073000008186S1,9223901,FARMACIAS BENAVIDES SUC N202 MONARCAS BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,CALZADA,LAGUNA XOCHIMILCO,299.0,,RESIDENCIAL VILLA DEL REY CUARTA ETAPA,21354.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.48359947,32.60439496,,,
1092,02002464112001542001008186S6,6717453,FARMACIAS BENAVIDES SUC N220 PLAZA MADERO BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,AVENIDA,FRANCISCO I. MADERO,1101.0,,NUEVA,21100.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM,WWW.BENAVIDES.COM.MX,Fijo,-115.47550503,32.66577954,CENTRO Y PLAZA COMERCIAL,PLAZA MADERO,4
1093,02004464112001112001008186S4,6231098,FARMACIAS BENAVIDES SUC N250 PLAZA DEL RIO BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,BOULEVARD,DE LOS INSURGENTES,18141.0,,RIO TIJUANA 3A. ETAPA,22226.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-116.91738197,32.46858349,,,
1094,02002464112001632001008186S5,6883181,FARMACIAS BENAVIDES SUC N255 BRAULIO MALDONADO BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,CALLE,6 DE NOVIEMBRE,1101.0,,CARBAJAL,21370.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.42618542,32.61432073,,,
1095,02002464111003932001008186S9,6733790,FARMACIAS BENAVIDES SUC N265 CALLE H BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,AVENIDA,GENERAL IGNACIO ZARAGOZA,1594.0,,NUEVA,21100.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.46425475,32.66100282,,,
1096,02004464112003253000008186S4,9224418,FARMACIAS BENAVIDES SUC N272 5 Y 10 BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,BOULEVARD,GUSTAVO DÍAZ ORDAZ,14730.0,,LAS BRISAS,22115.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-116.96313853,32.49699326,,,
1097,02002464112002033000008186S5,9223897,FARMACIAS BENAVIDES SUC N273 MEXICALI CENTER BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,BOULEVARD,BENITO JUÁREZ,1551.0,,GONZALEZ ORTEGA,21280.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-115.44822756,32.63681902,,,
1098,02002464112001973000008186S3,9223891,FARMACIAS BENAVIDES SUC N288 CUERVOS BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,CALZADA,LÁZARO CÁRDENAS ESTE,100.0,,CD. MORELOS,21960.0,"CIUDAD MORELOS (CUERVOS), Mexicali, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-114.85268386,32.63528214,,,
1099,02004464112002143002008186S8,6230843,FARMACIAS BENAVIDES SUC N293 CALLE SEGUNDA II BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,CALLE,BENITO JUÁREZ (SEGUNDA),7881.0,,CENTRO,22000.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-117.04186672,32.53493137,,,
1100,02004464112003263000008186S3,9224419,FARMACIAS BENAVIDES SUC N318 DEL LAGO BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,11 a 30 personas,CALLE,PASEO DEL LAGO,19613.0,,EL LAGO,22210.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM.MX,Fijo,-116.92780429,32.50778923,CENTRO Y PLAZA COMERCIAL,LAGUNA,SN
1101,02004464112003572000008186S7,9401218,FARMACIAS BENAVIDES SUC N332 COLINAS DE CALIFORNIA BCN,FARMACIAS BENAVIDES SA DE CV,Farmacias con minisúper,6 a 10 personas,CALLE,LA PAZ,8701.0,,COLINAS DE CALIFORNIA,22647.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,CLIENTEL@BENAVIDES.COM.MX,WWW.BENAVIDES.COM,Fijo,-117.00461862,32.46827224,,,
